Année,Cause,Data qualifier,Juridiction,Jurisdiction,Niveau d'intervention,Number,Origine,Protection zone,Response category,Year,Zone de protection
2002,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2002,Intensive
2003,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2003,Intensive
2004,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2004,Intensive
2005,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2005,Intensive
2006,Unspecified,e,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2006,Intensive
2007,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2007,Intensive
2008,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2008,Intensive
2009,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2009,Intensive
2010,Unspecified,u,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Indéterminée,Intensive,None,2010,Intensive
2011,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2011,Intensive
2012,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2012,Intensive
2013,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2013,Intensive
2014,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2014,Intensive
2015,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2015,Intensive
2016,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2016,Intensive
2017,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2017,Intensive
2018,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Indéterminée,Intensive,None,2018,Intensive
1990,Forest industry,a,Manitoba,Manitoba,Indéterminée,7,Industrie forestiere,Intensive,Unspecified,1990,Intensive
1991,Forest industry,a,Manitoba,Manitoba,Indéterminée,3,Industrie forestiere,Intensive,Unspecified,1991,Intensive
1992,Forest industry,a,Manitoba,Manitoba,Indéterminée,4,Industrie forestiere,Intensive,Unspecified,1992,Intensive
1993,Forest industry,a,Manitoba,Manitoba,Indéterminée,4,Industrie forestiere,Intensive,Unspecified,1993,Intensive
1994,Forest industry,a,Manitoba,Manitoba,Indéterminée,4,Industrie forestiere,Intensive,Unspecified,1994,Intensive
1995,Forest industry,a,Manitoba,Manitoba,Indéterminée,3,Industrie forestiere,Intensive,Unspecified,1995,Intensive
1992,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,0,Industrie forestiere,Intensive,Unspecified,1992,Intensive
1994,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,0,Industrie forestiere,Intensive,Unspecified,1994,Intensive
1991,Forest industry,a,Saskatchewan,Saskatchewan,Indéterminée,2,Industrie forestiere,Intensive,Unspecified,1991,Intensive
1992,Forest industry,a,Saskatchewan,Saskatchewan,Indéterminée,3,Industrie forestiere,Intensive,Unspecified,1992,Intensive
1993,Forest industry,a,Saskatchewan,Saskatchewan,Indéterminée,5,Industrie forestiere,Intensive,Unspecified,1993,Intensive
1994,Forest industry,a,Saskatchewan,Saskatchewan,Indéterminée,5,Industrie forestiere,Intensive,Unspecified,1994,Intensive
1995,Forest industry,a,Saskatchewan,Saskatchewan,Indéterminée,3,Industrie forestiere,Intensive,Unspecified,1995,Intensive
1990,Incendiary,a,Manitoba,Manitoba,Indéterminée,39,Incendiaires,Intensive,Unspecified,1990,Intensive
1991,Incendiary,a,Manitoba,Manitoba,Indéterminée,80,Incendiaires,Intensive,Unspecified,1991,Intensive
1992,Incendiary,a,Manitoba,Manitoba,Indéterminée,47,Incendiaires,Intensive,Unspecified,1992,Intensive
1993,Incendiary,a,Manitoba,Manitoba,Indéterminée,35,Incendiaires,Intensive,Unspecified,1993,Intensive
1994,Incendiary,a,Manitoba,Manitoba,Indéterminée,57,Incendiaires,Intensive,Unspecified,1994,Intensive
1995,Incendiary,a,Manitoba,Manitoba,Indéterminée,90,Incendiaires,Intensive,Unspecified,1995,Intensive
1992,Incendiary,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,0,Incendiaires,Intensive,Unspecified,1992,Intensive
1994,Incendiary,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,0,Incendiaires,Intensive,Unspecified,1994,Intensive
1991,Incendiary,a,Saskatchewan,Saskatchewan,Indéterminée,90,Incendiaires,Intensive,Unspecified,1991,Intensive
1992,Incendiary,a,Saskatchewan,Saskatchewan,Indéterminée,139,Incendiaires,Intensive,Unspecified,1992,Intensive
1993,Incendiary,a,Saskatchewan,Saskatchewan,Indéterminée,79,Incendiaires,Intensive,Unspecified,1993,Intensive
1994,Incendiary,a,Saskatchewan,Saskatchewan,Indéterminée,94,Incendiaires,Intensive,Unspecified,1994,Intensive
1995,Incendiary,a,Saskatchewan,Saskatchewan,Indéterminée,31,Incendiaires,Intensive,Unspecified,1995,Intensive
1990,Lightning,a,Manitoba,Manitoba,Indéterminée,282,Foudre,Intensive,Unspecified,1990,Intensive
1991,Lightning,a,Manitoba,Manitoba,Indéterminée,288,Foudre,Intensive,Unspecified,1991,Intensive
1992,Lightning,a,Manitoba,Manitoba,Indéterminée,105,Foudre,Intensive,Unspecified,1992,Intensive
1993,Lightning,a,Manitoba,Manitoba,Indéterminée,68,Foudre,Intensive,Unspecified,1993,Intensive
1994,Lightning,a,Manitoba,Manitoba,Indéterminée,316,Foudre,Intensive,Unspecified,1994,Intensive
1995,Lightning,a,Manitoba,Manitoba,Indéterminée,396,Foudre,Intensive,Unspecified,1995,Intensive
1992,Lightning,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,209,Foudre,Intensive,Unspecified,1992,Intensive
1994,Lightning,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,530,Foudre,Intensive,Unspecified,1994,Intensive
1991,Lightning,a,Saskatchewan,Saskatchewan,Indéterminée,269,Foudre,Intensive,Unspecified,1991,Intensive
1992,Lightning,a,Saskatchewan,Saskatchewan,Indéterminée,228,Foudre,Intensive,Unspecified,1992,Intensive
1993,Lightning,a,Saskatchewan,Saskatchewan,Indéterminée,183,Foudre,Intensive,Unspecified,1993,Intensive
1994,Lightning,a,Saskatchewan,Saskatchewan,Indéterminée,262,Foudre,Intensive,Unspecified,1994,Intensive
1995,Lightning,a,Saskatchewan,Saskatchewan,Indéterminée,355,Foudre,Intensive,Unspecified,1995,Intensive
1990,Miscellaneous known causes,a,Manitoba,Manitoba,Indéterminée,33,Causes diverses connues,Intensive,Unspecified,1990,Intensive
1991,Miscellaneous known causes,a,Manitoba,Manitoba,Indéterminée,28,Causes diverses connues,Intensive,Unspecified,1991,Intensive
1992,Miscellaneous known causes,a,Manitoba,Manitoba,Indéterminée,17,Causes diverses connues,Intensive,Unspecified,1992,Intensive
1993,Miscellaneous known causes,a,Manitoba,Manitoba,Indéterminée,33,Causes diverses connues,Intensive,Unspecified,1993,Intensive
1994,Miscellaneous known causes,a,Manitoba,Manitoba,Indéterminée,19,Causes diverses connues,Intensive,Unspecified,1994,Intensive
1995,Miscellaneous known causes,a,Manitoba,Manitoba,Indéterminée,21,Causes diverses connues,Intensive,Unspecified,1995,Intensive
1992,Miscellaneous known causes,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,1,Causes diverses connues,Intensive,Unspecified,1992,Intensive
1994,Miscellaneous known causes,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,12,Causes diverses connues,Intensive,Unspecified,1994,Intensive
1991,Miscellaneous known causes,a,Saskatchewan,Saskatchewan,Indéterminée,34,Causes diverses connues,Intensive,Unspecified,1991,Intensive
1992,Miscellaneous known causes,a,Saskatchewan,Saskatchewan,Indéterminée,31,Causes diverses connues,Intensive,Unspecified,1992,Intensive
1993,Miscellaneous known causes,a,Saskatchewan,Saskatchewan,Indéterminée,29,Causes diverses connues,Intensive,Unspecified,1993,Intensive
1994,Miscellaneous known causes,a,Saskatchewan,Saskatchewan,Indéterminée,30,Causes diverses connues,Intensive,Unspecified,1994,Intensive
1995,Miscellaneous known causes,a,Saskatchewan,Saskatchewan,Indéterminée,29,Causes diverses connues,Intensive,Unspecified,1995,Intensive
1990,Other industry,a,Manitoba,Manitoba,Indéterminée,3,Autres industrielles,Intensive,Unspecified,1990,Intensive
1991,Other industry,a,Manitoba,Manitoba,Indéterminée,44,Autres industrielles,Intensive,Unspecified,1991,Intensive
1992,Other industry,a,Manitoba,Manitoba,Indéterminée,8,Autres industrielles,Intensive,Unspecified,1992,Intensive
1993,Other industry,a,Manitoba,Manitoba,Indéterminée,5,Autres industrielles,Intensive,Unspecified,1993,Intensive
1994,Other industry,a,Manitoba,Manitoba,Indéterminée,8,Autres industrielles,Intensive,Unspecified,1994,Intensive
1995,Other industry,a,Manitoba,Manitoba,Indéterminée,9,Autres industrielles,Intensive,Unspecified,1995,Intensive
1992,Other industry,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,5,Autres industrielles,Intensive,Unspecified,1992,Intensive
1994,Other industry,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,0,Autres industrielles,Intensive,Unspecified,1994,Intensive
1991,Other industry,a,Saskatchewan,Saskatchewan,Indéterminée,6,Autres industrielles,Intensive,Unspecified,1991,Intensive
1992,Other industry,a,Saskatchewan,Saskatchewan,Indéterminée,1,Autres industrielles,Intensive,Unspecified,1992,Intensive
1993,Other industry,a,Saskatchewan,Saskatchewan,Indéterminée,2,Autres industrielles,Intensive,Unspecified,1993,Intensive
1994,Other industry,a,Saskatchewan,Saskatchewan,Indéterminée,6,Autres industrielles,Intensive,Unspecified,1994,Intensive
1995,Other industry,a,Saskatchewan,Saskatchewan,Indéterminée,6,Autres industrielles,Intensive,Unspecified,1995,Intensive
1990,Railways,a,Manitoba,Manitoba,Indéterminée,18,Chemins de fer,Intensive,Unspecified,1990,Intensive
1991,Railways,a,Manitoba,Manitoba,Indéterminée,26,Chemins de fer,Intensive,Unspecified,1991,Intensive
1992,Railways,a,Manitoba,Manitoba,Indéterminée,7,Chemins de fer,Intensive,Unspecified,1992,Intensive
1993,Railways,a,Manitoba,Manitoba,Indéterminée,3,Chemins de fer,Intensive,Unspecified,1993,Intensive
1994,Railways,a,Manitoba,Manitoba,Indéterminée,4,Chemins de fer,Intensive,Unspecified,1994,Intensive
1995,Railways,a,Manitoba,Manitoba,Indéterminée,6,Chemins de fer,Intensive,Unspecified,1995,Intensive
1992,Railways,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,0,Chemins de fer,Intensive,Unspecified,1992,Intensive
1994,Railways,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,0,Chemins de fer,Intensive,Unspecified,1994,Intensive
1991,Railways,a,Saskatchewan,Saskatchewan,Indéterminée,6,Chemins de fer,Intensive,Unspecified,1991,Intensive
1992,Railways,a,Saskatchewan,Saskatchewan,Indéterminée,0,Chemins de fer,Intensive,Unspecified,1992,Intensive
1993,Railways,a,Saskatchewan,Saskatchewan,Indéterminée,7,Chemins de fer,Intensive,Unspecified,1993,Intensive
1994,Railways,a,Saskatchewan,Saskatchewan,Indéterminée,2,Chemins de fer,Intensive,Unspecified,1994,Intensive
1995,Railways,a,Saskatchewan,Saskatchewan,Indéterminée,0,Chemins de fer,Intensive,Unspecified,1995,Intensive
1990,Recreation,a,Manitoba,Manitoba,Indéterminée,98,Récréation,Intensive,Unspecified,1990,Intensive
1991,Recreation,a,Manitoba,Manitoba,Indéterminée,95,Récréation,Intensive,Unspecified,1991,Intensive
1992,Recreation,a,Manitoba,Manitoba,Indéterminée,54,Récréation,Intensive,Unspecified,1992,Intensive
1993,Recreation,a,Manitoba,Manitoba,Indéterminée,44,Récréation,Intensive,Unspecified,1993,Intensive
1994,Recreation,a,Manitoba,Manitoba,Indéterminée,69,Récréation,Intensive,Unspecified,1994,Intensive
1995,Recreation,a,Manitoba,Manitoba,Indéterminée,56,Récréation,Intensive,Unspecified,1995,Intensive
1992,Recreation,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,43,Récréation,Intensive,Unspecified,1992,Intensive
1994,Recreation,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,69,Récréation,Intensive,Unspecified,1994,Intensive
1991,Recreation,a,Saskatchewan,Saskatchewan,Indéterminée,183,Récréation,Intensive,Unspecified,1991,Intensive
1992,Recreation,a,Saskatchewan,Saskatchewan,Indéterminée,128,Récréation,Intensive,Unspecified,1992,Intensive
1993,Recreation,a,Saskatchewan,Saskatchewan,Indéterminée,99,Récréation,Intensive,Unspecified,1993,Intensive
1994,Recreation,a,Saskatchewan,Saskatchewan,Indéterminée,146,Récréation,Intensive,Unspecified,1994,Intensive
1995,Recreation,a,Saskatchewan,Saskatchewan,Indéterminée,81,Récréation,Intensive,Unspecified,1995,Intensive
1990,Residents,a,Manitoba,Manitoba,Indéterminée,90,Résidants,Intensive,Unspecified,1990,Intensive
1991,Residents,a,Manitoba,Manitoba,Indéterminée,112,Résidants,Intensive,Unspecified,1991,Intensive
1992,Residents,a,Manitoba,Manitoba,Indéterminée,34,Résidants,Intensive,Unspecified,1992,Intensive
1993,Residents,a,Manitoba,Manitoba,Indéterminée,47,Résidants,Intensive,Unspecified,1993,Intensive
1994,Residents,a,Manitoba,Manitoba,Indéterminée,47,Résidants,Intensive,Unspecified,1994,Intensive
1995,Residents,a,Manitoba,Manitoba,Indéterminée,79,Résidants,Intensive,Unspecified,1995,Intensive
1992,Residents,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,26,Résidants,Intensive,Unspecified,1992,Intensive
1994,Residents,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,15,Résidants,Intensive,Unspecified,1994,Intensive
1991,Residents,a,Saskatchewan,Saskatchewan,Indéterminée,172,Résidants,Intensive,Unspecified,1991,Intensive
1992,Residents,a,Saskatchewan,Saskatchewan,Indéterminée,70,Résidants,Intensive,Unspecified,1992,Intensive
1993,Residents,a,Saskatchewan,Saskatchewan,Indéterminée,242,Résidants,Intensive,Unspecified,1993,Intensive
1994,Residents,a,Saskatchewan,Saskatchewan,Indéterminée,154,Résidants,Intensive,Unspecified,1994,Intensive
1995,Residents,a,Saskatchewan,Saskatchewan,Indéterminée,145,Résidants,Intensive,Unspecified,1995,Intensive
1994,Unspecified,a,Manitoba,Manitoba,Indéterminée,31,Indéterminée,Intensive,Unspecified,1994,Intensive
1992,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,1,Indéterminée,Intensive,Unspecified,1992,Intensive
1994,Unspecified,a,Territoires du Nord-Ouest,Northwest Territories,Indéterminée,1,Indéterminée,Intensive,Unspecified,1994,Intensive
1991,Unspecified,a,Saskatchewan,Saskatchewan,Indéterminée,0,Indéterminée,Intensive,Unspecified,1991,Intensive
1992,Unspecified,a,Saskatchewan,Saskatchewan,Indéterminée,101,Indéterminée,Intensive,Unspecified,1992,Intensive
1993,Unspecified,a,Saskatchewan,Saskatchewan,Indéterminée,0,Indéterminée,Intensive,Unspecified,1993,Intensive
1994,Unspecified,a,Saskatchewan,Saskatchewan,Indéterminée,0,Indéterminée,Intensive,Unspecified,1994,Intensive
1995,Unspecified,a,Saskatchewan,Saskatchewan,Indéterminée,0,Indéterminée,Intensive,Unspecified,1995,Intensive
1990,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1990,Limitée
1991,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1991,Limitée
1992,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1992,Limitée
1993,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1993,Limitée
1994,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1994,Limitée
1995,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1995,Limitée
1996,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1996,Limitée
1997,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1997,Limitée
1998,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1998,Limitée
1999,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,1999,Limitée
2000,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2000,Limitée
2001,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2001,Limitée
2002,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2002,Limitée
2003,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2003,Limitée
2004,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2004,Limitée
2005,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2005,Limitée
2006,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2006,Limitée
2007,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2007,Limitée
2008,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2008,Limitée
2009,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2009,Limitée
2010,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2010,Limitée
2011,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2011,Limitée
2012,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2012,Limitée
2013,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2013,Limitée
2014,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2014,Limitée
2015,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2015,Limitée
2016,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2016,Limitée
2017,Forest industry,n,Alberta,Alberta,Normale,,Industrie forestiere,Limited,Full,2017,Limitée
1990,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1990,Limitée
1991,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1991,Limitée
1992,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1992,Limitée
1993,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1993,Limitée
1994,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1994,Limitée
1995,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1995,Limitée
1996,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1996,Limitée
1997,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1997,Limitée
1998,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1998,Limitée
1999,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,1999,Limitée
2000,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,2000,Limitée
2001,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,2001,Limitée
2002,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,2002,Limitée
2003,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,2003,Limitée
2004,Forest industry,n,Colombie-Britannique,British Columbia,Normale,,Industrie forestiere,Limited,Full,2004,Limitée
